!TRNS	TRNSID	TRNSTYPE	DATE	ACCNT	NAME	AMOUNT	DOCNUM	MEMO	NAMEISTAXABLE	ADDR1	ADDR2	ADDR3	ADDR4	DUEDATE	TERMS	PAID
!SPL	SPLID	TRNSTYPE	DATE	ACCNT	NAME	AMOUNT	DOCNUM	MEMO	PRICE	INVITEM	PAYMETH	TAXABLE	VALADJ	TAXCODE	TAXAMOUNT	TAXITEM
!ENDTRNS																
SPL	302	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	304	TAX INVOICE	02/28/13	Accounts Receivable	"People Consulting Group"	0.00	9900079022813	9900079						03/28/13		
SPL	305	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	306	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	308	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Property Institute Inc"	0.00	9900080022813	9900080						03/28/13		
SPL	309	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	310	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	312	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Institute of Professional Phot"	49.07	9900081022813	9900081						03/28/13		
SPL	313	TAX INVOICE	02/28/13	Conferencing		-44.61			44.61	Conferencing		Y		GST	-4.46	GST
SPL	314	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	316	TAX INVOICE	02/28/13	Accounts Receivable	"Watermark"	0.00	9900082022813	9900082						03/28/13		
SPL	317	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	318	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	320	TAX INVOICE	02/28/13	Accounts Receivable	"Redwave Media Pty Ltd"	0.00	9900083022813	9900083						03/28/13		
SPL	321	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	322	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	324	TAX INVOICE	02/28/13	Accounts Receivable	"OnLine On Hold"	0.00	9900084022813	9900084						03/28/13		
SPL	325	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	326	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	328	TAX INVOICE	02/28/13	Accounts Receivable	"McCrindle Research"	0.00	9900085022813	9900085						03/28/13		
SPL	329	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	330	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	332	TAX INVOICE	02/28/13	Accounts Receivable	"Basskail Pty Ltd"	0.00	9900086022813	9900086						03/28/13		
SPL	333	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	334	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	336	TAX INVOICE	02/28/13	Accounts Receivable	"Remote Control Records"	0.00	9900087022813	9900087						03/28/13		
SPL	337	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	338	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	340	TAX INVOICE	02/28/13	Accounts Receivable	"netha"	0.00	9900088022813	9900088						03/28/13		
SPL	341	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	342	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	344	TAX INVOICE	02/28/13	Accounts Receivable	"Angus Australia"	0.00	9900089022813	9900089						03/28/13		
SPL	345	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	346	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	348	TAX INVOICE	02/28/13	Accounts Receivable	"National Safety Council of Australia"	507.20	9900090022813	9900090						03/28/13		
SPL	349	TAX INVOICE	02/28/13	Conferencing		-461.09			461.09	Conferencing		Y		GST	-46.11	GST
SPL	350	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	352	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Livestock Export Corporation L"	319.19	9900091022813	9900091						03/28/13		
SPL	353	TAX INVOICE	02/28/13	Conferencing		-290.17			290.17	Conferencing		Y		GST	-29.02	GST
SPL	354	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	356	TAX INVOICE	02/28/13	Accounts Receivable	"American Medical Systems"	329.32	9900092022813	9900092						03/28/13		
SPL	357	TAX INVOICE	02/28/13	Conferencing		-299.38			299.38	Conferencing		Y		GST	-29.94	GST
SPL	358	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	360	TAX INVOICE	02/28/13	Accounts Receivable	"Bob Harding Computer Services"	0.00	9900093022813	9900093						03/28/13		
SPL	361	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	362	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	364	TAX INVOICE	02/28/13	Accounts Receivable	"Ozdocs International"	74.22	9900094022813	9900094						03/28/13		
SPL	365	TAX INVOICE	02/28/13	Conferencing		-67.47			67.47	Conferencing		Y		GST	-6.75	GST
SPL	366	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	368	TAX INVOICE	02/28/13	Accounts Receivable	"GPA Accreditation Plus"	16.84	9900095022813	9900095						03/28/13		
SPL	369	TAX INVOICE	02/28/13	Conferencing		-15.31			15.31	Conferencing		Y		GST	-1.53	GST
SPL	370	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	372	TAX INVOICE	02/28/13	Accounts Receivable	"Howden Consulting and Development Pty Ltd"	15.32	9900096022813	9900096						03/28/13		
SPL	373	TAX INVOICE	02/28/13	Conferencing		-13.93			13.93	Conferencing		Y		GST	-1.39	GST
SPL	374	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	376	TAX INVOICE	02/28/13	Accounts Receivable	"CHC Affordable Housing"	0.00	9900097022813	9900097						03/28/13		
SPL	377	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	378	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	380	TAX INVOICE	02/28/13	Accounts Receivable	"Remote Control Records"	338.34	9900098022813	9900098						03/28/13		
SPL	381	TAX INVOICE	02/28/13	Conferencing		-97.58			97.58	Conferencing		Y		GST	-9.76	GST
SPL	382	TAX INVOICE	02/28/13	Other Income		-210.00			210.00	Other Income		Y		GST	-21.00	GST
ENDTRNS																
TRNS	384	TAX INVOICE	02/28/13	Accounts Receivable	"Land Equity Australia"	0.00	9900099022813	9900099						03/28/13		
SPL	385	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	386	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	388	TAX INVOICE	02/28/13	Accounts Receivable	"PCC Event Management"	0.00	9900100022813	9900100						03/28/13		
SPL	389	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	390	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	392	TAX INVOICE	02/28/13	Accounts Receivable	"Global Interface Pty Ltd"	0.00	9900101022813	9900101						03/28/13		
SPL	393	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	394	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	396	TAX INVOICE	02/28/13	Accounts Receivable	"Confectionery Manufacturers of Australia "	0.00	9900102022813	9900102						03/28/13		
SPL	397	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	398	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	400	TAX INVOICE	02/28/13	Accounts Receivable	"FYG Planners Pty Ltd"	0.00	9900103022813	9900103						03/28/13		
SPL	401	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	402	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	404	TAX INVOICE	02/28/13	Accounts Receivable	"Baptist Community Services NSW and ACT"	352.72	9900104022813	9900104						03/28/13		
SPL	405	TAX INVOICE	02/28/13	Conferencing		-320.65			320.65	Conferencing		Y		GST	-32.07	GST
SPL	406	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	408	TAX INVOICE	02/28/13	Accounts Receivable	"ICDR Australia"	0.00	9900105022813	9900105						03/28/13		
SPL	409	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	410	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	412	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Parents Council Inc."	289.51	9900106022813	9900106						03/28/13		
SPL	413	TAX INVOICE	02/28/13	Conferencing		-263.19			263.19	Conferencing		Y		GST	-26.32	GST
SPL	414	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	416	TAX INVOICE	02/28/13	Accounts Receivable	"PowerfulPoints Pty Ltd"	0.00	9900107022813	9900107						03/28/13		
SPL	417	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	418	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	420	TAX INVOICE	02/28/13	Accounts Receivable	"ACI Global"	0.00	9900108022813	9900108						03/28/13		
SPL	421	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	422	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	424	TAX INVOICE	02/28/13	Accounts Receivable	"Housing Plus"	143.85	9900109022813	9900109						03/28/13		
SPL	425	TAX INVOICE	02/28/13	Conferencing		-130.77			130.77	Conferencing		Y		GST	-13.08	GST
SPL	426	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	428	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Institute of Radiography"	1848.56	9900110022813	9900110						03/28/13		
SPL	429	TAX INVOICE	02/28/13	Conferencing		-1575.51			1575.51	Conferencing		Y		GST	-157.55	GST
SPL	430	TAX INVOICE	02/28/13	Other Income		-105.00			105.00	Other Income		Y		GST	-10.50	GST
ENDTRNS																
TRNS	432	TAX INVOICE	02/28/13	Accounts Receivable	"Milura Pty Ltd"	0.00	9900111022813	9900111						03/28/13		
SPL	433	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	434	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	436	TAX INVOICE	02/28/13	Accounts Receivable	"Museums Australia"	502.17	9900112022813	9900112						03/28/13		
SPL	437	TAX INVOICE	02/28/13	Conferencing		-456.52			456.52	Conferencing		Y		GST	-45.65	GST
SPL	438	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	440	TAX INVOICE	02/28/13	Accounts Receivable	"Australian School Library Association Inc"	0.00	9900113022813	9900113						03/28/13		
SPL	441	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	442	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	444	TAX INVOICE	02/28/13	Accounts Receivable	"DIC Australia"	136.29	9900114022813	9900114						03/28/13		
SPL	445	TAX INVOICE	02/28/13	Conferencing		-123.90			123.90	Conferencing		Y		GST	-12.39	GST
SPL	446	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	448	TAX INVOICE	02/28/13	Accounts Receivable	"SV Partners "	137.24	9900115022813	9900115						03/28/13		
SPL	449	TAX INVOICE	02/28/13	Conferencing		-124.76			124.76	Conferencing		Y		GST	-12.48	GST
SPL	450	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	452	TAX INVOICE	02/28/13	Accounts Receivable	"Cumulus Wines Pty Ltd"	324.93	9900116022813	9900116						03/28/13		
SPL	453	TAX INVOICE	02/28/13	Conferencing		-295.39			295.39	Conferencing		Y		GST	-29.54	GST
SPL	454	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	456	TAX INVOICE	02/28/13	Accounts Receivable	"Aged And Community Care Victoria"	0.00	9900117022813	9900117						03/28/13		
SPL	457	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	458	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	460	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Shop and Office Fitting Indust"	70.07	9900118022813	9900118						03/28/13		
SPL	461	TAX INVOICE	02/28/13	Conferencing		-63.70			63.70	Conferencing		Y		GST	-6.37	GST
SPL	462	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	464	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Orthotic Prosthetic Associatio"	525.16	9900119022813	9900119						03/28/13		
SPL	465	TAX INVOICE	02/28/13	Conferencing		-432.42			432.42	Conferencing		Y		GST	-43.24	GST
SPL	466	TAX INVOICE	02/28/13	Other Income		-45.00			45.00	Other Income		Y		GST	-4.50	GST
ENDTRNS																
TRNS	468	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Institute of Professional Coun"	0.00	9900120022813	9900120						03/28/13		
SPL	469	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	470	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	472	TAX INVOICE	02/28/13	Accounts Receivable	"CRC Association"	0.00	9900121022813	9900121						03/28/13		
SPL	473	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	474	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	476	TAX INVOICE	02/28/13	Accounts Receivable	"Eros Association"	0.00	9900122022813	9900122						03/28/13		
SPL	477	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	478	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	480	TAX INVOICE	02/28/13	Accounts Receivable	"e3Learning"	0.00	9900123022813	9900123						03/28/13		
SPL	481	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	482	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	484	TAX INVOICE	02/28/13	Accounts Receivable	"Parents and Friends' Federation of WA "	178.32	9900124022813	9900124						03/28/13		
SPL	485	TAX INVOICE	02/28/13	Conferencing		-162.11			162.11	Conferencing		Y		GST	-16.21	GST
SPL	486	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	488	TAX INVOICE	02/28/13	Accounts Receivable	"Xpand"	0.00	9900125022813	9900125						03/28/13		
SPL	489	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	490	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	492	TAX INVOICE	02/28/13	Accounts Receivable	"The Communications Council"	91.45	9900126022813	9900126						03/28/13		
SPL	493	TAX INVOICE	02/28/13	Conferencing		-83.14			83.14	Conferencing		Y		GST	-8.31	GST
SPL	494	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	496	TAX INVOICE	02/28/13	Accounts Receivable	"PASH Australia Pty Ltd"	0.00	9900127022813	9900127						03/28/13		
SPL	497	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	498	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	500	TAX INVOICE	02/28/13	Accounts Receivable	"The Australian Dental Association"	446.81	9900128022813	9900128						03/28/13		
SPL	501	TAX INVOICE	02/28/13	Conferencing		-361.19			361.19	Conferencing		Y		GST	-36.12	GST
SPL	502	TAX INVOICE	02/28/13	Other Income		-45.00			45.00	Other Income		Y		GST	-4.50	GST
ENDTRNS																
TRNS	504	TAX INVOICE	02/28/13	Accounts Receivable	"Autism Spectrum Australia - Building Bloc"	187.89	9900130022813	9900130						03/28/13		
SPL	505	TAX INVOICE	02/28/13	Conferencing		-170.81			170.81	Conferencing		Y		GST	-17.08	GST
SPL	506	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	508	TAX INVOICE	02/28/13	Accounts Receivable	"Queensland Catholic Education Commission"	0.00	9900131022813	9900131						03/28/13		
SPL	509	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	510	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	512	TAX INVOICE	02/28/13	Accounts Receivable	"National E Health Transition Authority"	21900.15	9900132022813	9900132						03/28/13		
SPL	513	TAX INVOICE	02/28/13	Conferencing		-19589.23			19589.23	Conferencing		Y		GST	-1958.92	GST
SPL	514	TAX INVOICE	02/28/13	Other Income		-320.00			320.00	Other Income		Y		GST	-32.00	GST
ENDTRNS																
TRNS	516	TAX INVOICE	02/28/13	Accounts Receivable	"The Personnel Group Ltd"	0.00	9900133022813	9900133						03/28/13		
SPL	517	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	518	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	520	TAX INVOICE	02/28/13	Accounts Receivable	"Trecomax Pty. Ltd."	194.73	9900134022813	9900134						03/28/13		
SPL	521	TAX INVOICE	02/28/13	Conferencing		-177.03			177.03	Conferencing		Y		GST	-17.70	GST
SPL	522	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	524	TAX INVOICE	02/28/13	Accounts Receivable	"Oakton"	3236.35	9900135022813	9900135						03/28/13		
SPL	525	TAX INVOICE	02/28/13	Conferencing		-2942.14			2942.14	Conferencing		Y		GST	-294.21	GST
SPL	526	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	528	TAX INVOICE	02/28/13	Accounts Receivable	"College of Emergency Nursing Australasia"	18.91	9900136022813	9900136						03/28/13		
SPL	529	TAX INVOICE	02/28/13	Conferencing		-17.19			17.19	Conferencing		Y		GST	-1.72	GST
SPL	530	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	532	TAX INVOICE	02/28/13	Accounts Receivable	"Asthma Foundation NSW"	5.56	9900137022813	9900137						03/28/13		
SPL	533	TAX INVOICE	02/28/13	Conferencing		-5.05			5.05	Conferencing		Y		GST	-0.51	GST
SPL	534	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	536	TAX INVOICE	02/28/13	Accounts Receivable	"Australasian College of Health Service Ma"	325.03	9900138022813	9900138						03/28/13		
SPL	537	TAX INVOICE	02/28/13	Conferencing		-245.48			245.48	Conferencing		Y		GST	-24.55	GST
SPL	538	TAX INVOICE	02/28/13	Other Income		-50.00			50.00	Other Income		Y		GST	-5.00	GST
ENDTRNS																
TRNS	540	TAX INVOICE	02/28/13	Accounts Receivable	"Fife Capital"	758.54	9900139022813	9900139						03/28/13		
SPL	541	TAX INVOICE	02/28/13	Conferencing		-689.58			689.58	Conferencing		Y		GST	-68.96	GST
SPL	542	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	544	TAX INVOICE	02/28/13	Accounts Receivable	"Bayly Group Pty Ltd"	0.00	9900140022813	9900140						03/28/13		
SPL	545	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	546	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	548	TAX INVOICE	02/28/13	Accounts Receivable	"e.law International Pty Ltd"	122.54	9900141022813	9900141						03/28/13		
SPL	549	TAX INVOICE	02/28/13	Conferencing		-111.40			111.40	Conferencing		Y		GST	-11.14	GST
SPL	550	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	552	TAX INVOICE	02/28/13	Accounts Receivable	"SalesOne International"	0.00	9900142022813	9900142						03/28/13		
SPL	553	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	554	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	556	TAX INVOICE	02/28/13	Accounts Receivable	"Place Design Group"	0.00	9900143022813	9900143						03/28/13		
SPL	557	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	558	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	560	TAX INVOICE	02/28/13	Accounts Receivable	"Expert Magnet Pty Ltd"	0.00	9900144022813	9900144						03/28/13		
SPL	561	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	562	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	564	TAX INVOICE	02/28/13	Accounts Receivable	"Bureau of Meteorology"	0.00	9900145022813	9900145						03/28/13		
SPL	565	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	566	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	568	TAX INVOICE	02/28/13	Accounts Receivable	"Belgravia Health & Leisure Group"	0.00	9900146022813	9900146						03/28/13		
SPL	569	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	570	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
